targy_nev,kredit,felelos,nyelv,link
Kvantitatív pénzügyek praktikum I.,2,Dr. Vidovics-Dancs Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAK26M?semester=2024/25/2
Kvantitatív pénzügyek praktikum II.,3,Dr. Vidovics-Dancs Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAK28M?semester=2024/25/1
Latin America in the World,6,dr. Lehoczki Bernadett Judit,magyar,https://www.uni-corvinus.hu/tantargyak/PHN_LATAMWOR?semester=2024/25/2
Látogatómenedzsment,5,Dr. Irimiás Anna Rita,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41LAK12S?semester=2023/24/2
Law and Economics,6,Szalai Ákos,magyar,https://www.uni-corvinus.hu/tantargyak/KOZNXV4KZ57?semester=2024/25/2
Law and Economics,6,Dr. Isztin Péter Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM041NAMB?semester=2024/25/2
Leadership és vezetői kommunikáció,4,Dr. Dunavölgyi Mária,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM017LMSB?semester=2024/25/2
Leading People,5,Dr. Buzády Zoltán András,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO052LASB?semester=2024/25/2
Lean és six sigma alapjai,6,Matyusz Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/VGLE019NMBB?semester=2024/25/2
LegalTech Analysis in Practice,6,Dr. Balogh Zsolt György,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN134NAMB?semester=2024/25/2
Legyél Te is bankvezér,5,Dr. Fazakas Gergely,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV095LMSB?semester=2024/25/2
Lineáris algebra,6,Dr. Titkos Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/MSMT026NMBB?semester=2024/25/2
Lineáris algebra I,6,Dr. Magyarkuti Gyula,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN082NMOB?semester=2024/25/1
Lineáris algebra II,9,Dr. Magyarkuti Gyula,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN086NMOB?semester=2024/25/2
Lineáris optimalizálás,6,Dr. Eisenberg-Nagy Marianna,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO037NMOB?semester=2024/25/2
Logika és érveléstechnika,3,Dr. Kiss Olga,magyar,https://www.uni-corvinus.hu/tantargyak/7FI01NDV02B?semester=2024/25/2
Machine Learning in Economics,6,Lőrincz László,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN136NAMB?semester=2024/25/2
Macroeconomic Policies in the EU,6,Dr. Endrődi-Kovács Viktória,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NBKB5M?semester=2024/25/2
Macroeconomic Policy Analysis (project) II.,6,Benk Szilárd,magyar,https://www.uni-corvinus.hu/tantargyak/KG00125NAMB?semester=2024/25/2
Macroeconomics,6,Dr. Major Klára,magyar,https://www.uni-corvinus.hu/tantargyak/293NECOK136B?semester=2024/25/2
Magyar film és politika 1945. után,3,Dr. Várnagy Réka,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NFV89B?semester=2024/25/2
Magyar politikai gondolkodás története,3,Molnár Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCK78B?semester=2024/25/2
Magyar politikai rendszer,6,Dr. Dúró József,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCK71B?semester=2023/24/1
Magyarország külkapcsolati rendszere,6,Miklós Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/4VG32NBV50M?semester=2023/24/2
Magyarország külkapcsolati rendszere,6,Miklós Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB002NMBB?semester=2024/25/2
Magyarország szerepe a globális fenntarthatósági és klímacélok elérésében,3,Marjainé Dr. Szerényi Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAV50B?semester=2024/25/1
Makrogazdasági válságok elemzése,3,Dr. Major Klára,magyar,https://www.uni-corvinus.hu/tantargyak/4MK24NAK11O?semester=2024/25/1
Makromodellezési esettanulmányok,4,Dr. Major Klára,magyar,https://www.uni-corvinus.hu/tantargyak/4MK24NAK18O?semester=2024/25/1
Makroökonómia,4,Dr. Németh Petra,magyar,https://www.uni-corvinus.hu/tantargyak/4MA23NAK06M?semester=2024/25/1
Makroökonómia,5,Dr. Váry Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/4MK24NAK03O?semester=2024/25/1
Makroökonómia,8,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/KG00046NMBB?semester=2024/25/2
Makroökonómia,6,Dr. Németh Petra,magyar,https://www.uni-corvinus.hu/tantargyak/KG00083NMBS?semester=2024/25/2
Makroökonómia,6,Dr. Tőkés László,magyar,https://www.uni-corvinus.hu/tantargyak/KG00093NMBB?semester=2024/25/2
Makroökonómia,6,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/KG00095NMBB?semester=2024/25/1
Makroökonómia,5,Dr. Németh Petra,magyar,https://www.uni-corvinus.hu/tantargyak/KG00114LMSB?semester=2024/25/1
Makroökonómia,6,Dr. Kuncz Izabella,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG035NMOB?semester=2024/25/1
Makroökonómiai modellépítés,5,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/KG00108NMOB?semester=2024/25/1
Makroökonómiai modellépítés,5,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/KG00108NMOB-SPM-EK?semester=2024/25/1
Management control and performance management,6,Szabóné Dr. Veres Tünde,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM061NAMB?semester=2024/25/2
Managerial Accounting,6,Dr. Lakatos László Péter,magyar,https://www.uni-corvinus.hu/tantargyak/293NACCS314B?semester=2024/25/2
Managerial Accounting,6,McFerren Charles Alan,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM044NABB?semester=2024/25/2
Managerial Perspectives,6,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0044NAMB?semester=2024/25/2
Managing projects in virtual environment,7,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/INIR066LASB?semester=2024/25/2
Márkaépítés alapjai,4,Faludi Julianna,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK63B?semester=2024/25/2
Marketing,6,Hubert József,magyar,https://www.uni-corvinus.hu/tantargyak/293NMARK370B?semester=2024/25/2
Marketing,6,Gyulavári Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/MAME013NMBB?semester=2024/25/2
Marketing,5,Markos-Kujbus Éva,magyar,https://www.uni-corvinus.hu/tantargyak/MAMF022LMSB?semester=2024/25/1
Marketing,5,Markos-Kujbus Éva,magyar,https://www.uni-corvinus.hu/tantargyak/MAMF025EMSB?semester=2024/25/1
Marketing,5,Simay Attila Endre,magyar,https://www.uni-corvinus.hu/tantargyak/MAMF030LASB?semester=2024/25/2
Marketing,6,Hubert József,magyar,https://www.uni-corvinus.hu/tantargyak/MARK005NABB?semester=2024/25/2
Marketing Management und Forschung,5,Agárdi Irma,magyar,https://www.uni-corvinus.hu/tantargyak/2MF44NAV03M?semester=2024/25/2
Marketing Management und Forschung,6,Agárdi Irma,magyar,https://www.uni-corvinus.hu/tantargyak/MARK066NNMB?semester=2024/25/2
Marketing Planning,6,Dr. Csepeti Ádám,magyar,https://www.uni-corvinus.hu/tantargyak/MAME041NABB?semester=2024/25/2
Marketing Research in International Markets,6,Dr. Gáti Mirkó György,magyar,https://www.uni-corvinus.hu/tantargyak/MAMF018NABB?semester=2024/25/2
Marketing Strategy,6,Frau Moreno,magyar,https://www.uni-corvinus.hu/tantargyak/MARK083NAMB?semester=2024/25/2
Marketingkommunikáció,6,Dr. Csordás Tamás Viktor,magyar,https://www.uni-corvinus.hu/tantargyak/MAMM009NMBB?semester=2024/25/2
Marketingkutatás,5,Dr. Gáti Mirkó György,magyar,https://www.uni-corvinus.hu/tantargyak/2MF44NCK01B?semester=2024/25/2
Marketingkutatás,5,Dr. Gáti Mirkó György,magyar,https://www.uni-corvinus.hu/tantargyak/MAMF021LMSB?semester=2024/25/2
Marketingmenedzsment,5,Gyulavári Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/2MA41NAK01M?semester=2024/25/2
Marketingtervezés,4,Dr. Csepeti Ádám,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK61B?semester=2024/25/2
Marketingtervezés,6,Dr. Csepeti Ádám,magyar,https://www.uni-corvinus.hu/tantargyak/MAME018NMBB?semester=2024/25/2
Marktforschung,5,Dr. Keller Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/2DS91NDK02B?semester=2024/25/2
Mastering Organizational Behavior and Leadership,6,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0076NAMB?semester=2024/25/2
Matematika,6,Dr. Szabó Imre,magyar,https://www.uni-corvinus.hu/tantargyak/MSMT015NMBB?semester=2023/24/2
Matematika,6,Dr. Szabó Imre,magyar,https://www.uni-corvinus.hu/tantargyak/MSMT016LMBB ?semester=2023/24/1
Matematika,6,Dr. Szabó Imre,magyar,https://www.uni-corvinus.hu/tantargyak/MSMT041NMBB?semester=2024/25/2
Matematika II,6,Dr. Szakál Szilvia,magyar,https://www.uni-corvinus.hu/tantargyak/MSMT021NMBB?semester=2024/25/2
Measurement of Progress and Well-being,6,Kálmán Judit Olga,magyar,https://www.uni-corvinus.hu/tantargyak/TARS111NAMB?semester=2024/25/2
Media & Business Presentation,3,Dr. Komár Zita,magyar,https://www.uni-corvinus.hu/tantargyak/MAMM006NABB?semester=2024/25/2
Media Economics,3,Dr. Urbán Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NCKD5B?semester=2024/25/2
Média és politikai újságírás (gy),5,Dr. Gyulai Attila,magyar,https://www.uni-corvinus.hu/tantargyak/NPPT025LMSB?semester=2024/25/2
Media Strategy,3,Dr. habil. Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NXKJ3M?semester=2024/25/2
Média-gazdaságtan,3,Dr. Urbán Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2ME43NDK05B?semester=2024/25/2
Médiagazdaságtan,5,Dr. habil. Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/2EB34NAK01B?semester=2024/25/2
Médiagazdaságtan,5,Dr. habil. Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LAK64B?semester=2024/25/2
Médiagazdaságtan,6,Dr. Urbán Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/INIK009NMBB?semester=2024/25/2
"Médiajog, médiaetika",3,Dr. Dudás Gábor János,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKC8B?semester=2024/25/2
Médiakommunikáció,6,Dr. habil. Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKC5B?semester=2024/25/1
"Médiapszichológia, médiatudatosság",6,Pelle Veronika,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKC6B?semester=2024/25/1
Médiastratégia,3,Dr. habil. Bokor Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NAKJ3M?semester=2024/25/2
Médiaszabályozás,3,Dr. Balogh Zsolt György,magyar,https://www.uni-corvinus.hu/tantargyak/2ME43NAK02B?semester=2024/25/2
Menedzsment kontroll,6,Reizingerné Dr. Ducsai Anita,magyar,https://www.uni-corvinus.hu/tantargyak/VTVK030NMBB?semester=2024/25/2
Mérés értékelés módszertana (Szakmódszertan III.),2,Csillik Olga,magyar,https://www.uni-corvinus.hu/tantargyak/OMMK023LMMB?semester=2024/25/1
Mergers and Acquisitions (M&A project),5,Dr. Lakatos László Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PSPS008NMMB?semester=2024/25/2
Metaphysics,6,Dr. Demeter Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/TARS052NABB?semester=2024/25/2
Methodology II.,6,Dr. Matthew Edward Bergman,magyar,https://www.uni-corvinus.hu/tantargyak/TARS054NABB?semester=2024/25/2
Methodology of Empirical Analysis,6,Nyitrai Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/ADIN034NABB?semester=2024/25/2
Methods in Communication Training and Counselling,5,Szabó Zsolt Péter,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NXKJ4M?semester=2024/25/2
MICE Turizmus,5,Dr. Ásványi Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/2ME43LAK28S?semester=2023/24/2
Microeconomics I.,8,Kerman Toygar Tayyar,magyar,https://www.uni-corvinus.hu/tantargyak/KG00089NABB?semester=2024/25/2
Mikroökonómia,4,Mágó Mánuel László,magyar,https://www.uni-corvinus.hu/tantargyak/4MK24NAK05M?semester=2024/25/1
Mikroökonómia,6,Dr. Misz József,magyar,https://www.uni-corvinus.hu/tantargyak/KSSZ013NMBB?semester=2023/24/2
Mikroökonómia,6,Mágó Mánuel László,magyar,https://www.uni-corvinus.hu/tantargyak/KG00096NMBB?semester=2024/25/2
Mikroökonómia,5,Habis Helga,magyar,https://www.uni-corvinus.hu/tantargyak/KG00113LMSB?semester=2024/25/2
Mikroökonómia I,6,Selei Adrienn,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG034NMOB?semester=2024/25/2
Mikroökonómia I.,8,Habis Helga,magyar,https://www.uni-corvinus.hu/tantargyak/KG00061NMBB?semester=2024/25/2
Mikroökonómia I.,8,Habis Helga,magyar,https://www.uni-corvinus.hu/tantargyak/KG00061NMBB-SPM-EK?semester=2024/25/2
Mikroökonómia I.,8,Habis Helga,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG070NMBB?semester=2024/25/2
Mikroökonómia II,6,Selei Adrienn,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG036NMOB?semester=2024/25/1
Mikroökonómia II.,6,Habis Helga,magyar,https://www.uni-corvinus.hu/tantargyak/4MI25NAK31B?semester=2023/24/1
Mikroökonómia II.,6,Habis Helga,magyar,https://www.uni-corvinus.hu/tantargyak/KG00062NMBB?semester=2024/25/1
Minority Policy,6,Dunajeva Jekatyerina Szergejevna,magyar,https://www.uni-corvinus.hu/tantargyak/TARS153NABB?semester=2024/25/2
"Minőség, audit",5,Dr. Klimkó Gábor György,magyar,https://www.uni-corvinus.hu/tantargyak/2IR32NDK11B?semester=2024/25/1
Minőségi élelmiszerek és italok marketingje az Európai Unióban,4,Dr. Török Áron,magyar,https://www.uni-corvinus.hu/tantargyak/2KA21NAV06B?semester=2024/25/2
Model UNFCCC-CEMS Climate Change Strategy Role-play,6,Prof. Dr. Zsóka Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/2KG23NDV02M?semester=2024/25/2
Money and capital markets,6,Víg Attila András,magyar,https://www.uni-corvinus.hu/tantargyak/PENZ032NABB?semester=2024/25/2
Működésfejlesztési és digitalizációs projektek vezetése,6,Dr. Marciniak Róbert András,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0057NMMB?semester=2023/24/1
Multilevel Governance,6,Dr. Gajduschek György,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG010NAMB?semester=2024/25/2
Multilevel Governance,6,Kálmán Judit Olga,magyar,https://www.uni-corvinus.hu/tantargyak/TARS102NAMB?semester=2024/25/2
Multinacionális vállalatok a világgazdaságban,3,Dr. Endrődi-Kovács Viktória,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NAV02B?semester=2023/24/1
Munkaerő-kiválasztás és szervezeti szocializáció,6,Juhászné Dr. Klér Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGK96B?semester=2024/25/2
"Munkaerőpiaci ismeretek, foglalkoztatáspolitika",6,Dr. Sebők Marianna,magyar,https://www.uni-corvinus.hu/tantargyak/GKGM015NMBB?semester=2023/24/1
Munkahelyi egészség és stresszmenedzsment,6,Dr. Szilas Roland Ferenc,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM064NMBB?semester=2024/25/2
Munkajog,4,Dr. Bán Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/2JO11NCK06B?semester=2023/24/2
Munkajog,6,Dr. Bán Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/PSGJ024NMBB?semester=2024/25/2
Munkajogi alapismeretek HR-eseknek,4,Dr. Bán Dániel,magyar,https://www.uni-corvinus.hu/tantargyak/PSGJ017LMSB?semester=2024/25/2
Munkapiac gazdaságtana,5,Hermann Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/GKGM009NMBB?semester=2023/24/2
Nagy-Britannia tanulmányok,3,dr. Gálik Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NGV62B?semester=2024/25/2
Nem-életbiztosítás,magyar,Ágoston Kolos Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/4BO11LD033S?semester=2023/24/2
Nem-életbiztosítás,6,Pintér Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/MSOA040LMSB?semester=2024/25/2
Nem-kooperativ játékelmélet,6,Matulainé Dömők Szilvia,magyar,https://www.uni-corvinus.hu/tantargyak/OPDO036NMOB?semester=2024/25/2
Német (A1/2 szint t.mentes),3,Matulainé Dömők Szilvia,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0176NEAA?semester=2024/25/2
Német (A2/1 szint t.mentes),3,Matulainé Dömők Szilvia,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0178NEAA?semester=2024/25/2
Német (A2/2 szint t.mentes),3,Matulainé Dömők Szilvia,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0180NEAA?semester=2024/25/2
"Német (ált., felső, t.mentes)/1",3,Matulainé Dömők Szilvia,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0182NEAF?semester=2023/24/1
"Német (ált., felső, t.mentes)/2",3,Matulainé Dömők Szilvia,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0184NEAF?semester=2024/25/2
"Német (gazdasági előkészítő B1, t.mentes)/1",3,Matulainé Dömők Szilvia,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0186NEGE?semester=2024/25/2
"Német (gazdasági előkészítő B1, t.mentes)/2",3,Matulainé Dömők Szilvia,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0188NEGE?semester=2024/25/2
"Német (gazdasági, felső, t.mentes)/1",3,Dr. Szőkéné Dr. Pintér Márta,német,https://www.uni-corvinus.hu/tantargyak/IOK0190NEGF?semester=2024/25/1
"Német (gazdasági, felső, t.mentes)/2",3,Dr. Szőkéné Dr. Pintér Márta,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0192NEGF?semester=2024/25/2
"Német (gazdasági, közép, t.mentes)/1",3,Zsludovné Klesics Tünde,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0194NEGK?semester=2024/25/1
"Német (gazdasági, közép, t.mentes)/2",3,Zsludovné Klesics Tünde,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0196NEGK?semester=2024/25/2
Német (nemzetközi kapcs.felsőfok t.mentes)/1,3,Dr. Szőkéné Dr. Pintér Márta,német,https://www.uni-corvinus.hu/tantargyak/IOK0198NENF?semester=2024/25/1
Német (nemzetközi kapcs.felsőfok t.mentes)/2,3,Dr. Szőkéné Dr. Pintér Márta,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0200NENF?semester=2023/24/2
Német (nemzetközi kapcs.középfok t.mentes)/1,3,Dr. Szőkéné Dr. Pintér Márta,német,https://www.uni-corvinus.hu/tantargyak/IOK0202NENK?semester=2024/25/1
Német (nemzetközi kapcs.középfok t.mentes)/2,3,Dr. Szőkéné Dr. Pintér Márta,német,https://www.uni-corvinus.hu/tantargyak/IOK0204NENK?semester=2023/24/2
Nemkooperatív játékelmélet,5,Pintér Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/4OP13NAK01O?semester=2024/25/2
Nemzetközi agrárkereskedelem,5,Dr. Balogh Jeremiás Máté,magyar,https://www.uni-corvinus.hu/tantargyak/2KA21NDK15B?semester=2023/24/2
Nemzetközi gazdasági kapcsolatok,3,Dr. Szunomár Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NCK01B?semester=2024/25/1
Nemzetközi gazdasági kapcsolatok joga,6,Dr. Nemessányi Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/PSGJ026NMBB?semester=2024/25/2
Nemzetközi gazdaságtan,5,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/4MK24NAK04O?semester=2024/25/2
Nemzetközi gazdaságtan,6,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/7VG32NAK03B?semester=2024/25/2
Nemzetközi gazdaságtan,8,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/KG00047NMBB?semester=2024/25/2
Nemzetközi jog I.,3,dr. Kirs Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCK09B?semester=2023/24/1
Nemzetközi jog II.,3,dr. Kirs Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCK10B?semester=2024/25/2
Nemzetközi kapcsolatok 1945-től,6,Kőváriné dr. Ignáth Éva,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCK12B?semester=2023/24/1
Nemzetközi kapcsolatok a mozivásznon,3,Kőváriné dr. Ignáth Éva,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NGV11B?semester=2024/25/2
Nemzetközi közgazdaságtan,3,Dr. Misz József,magyar,https://www.uni-corvinus.hu/tantargyak/KSSZ015NMBB?semester=2023/24/1
Nemzetközi közgazdaságtan,6,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG037NMOB?semester=2024/25/2
Nemzetközi marketing,3,Dr. Malota Erzsébet,magyar,https://www.uni-corvinus.hu/tantargyak/MARK068NMBB?semester=2024/25/2
Nemzetközi politikai viszonyok,6,dr. Szűcs Anita,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCK04B?semester=2024/25/2
Nemzetközi számvitel,4,Dr. Filyó Janka,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LBK24B?semester=2024/25/2
Nemzetközi szervezetek,6,dr. Kemenszky Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NCL01B?semester=2024/25/2
Nemzetközi vállalatgazdaságtan,5,Ónodi Annamária,magyar,https://www.uni-corvinus.hu/tantargyak/2VL60NAV01M?semester=2023/24/2
Network Analysis,6,Dr. Sziklai Balázs Róbert,magyar,https://www.uni-corvinus.hu/tantargyak/PHG075?semester=2024/25/2
Nők a politikában,3,Dr. Várnagy Réka,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCKA8B?semester=2024/25/2
Non-State Actors in IR,6,dr. Marton Péter,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB053NAMB?semester=2024/25/2
Nonprofit szervezetek és társadalmi vállalkozások vezetése,6,Dr. Révész Éva Erika,magyar,https://www.uni-corvinus.hu/tantargyak/VTVK026NMBB?semester=2024/25/2
Növénytermesztés,magyar,Dr. Kürthy Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/3OG55NAK01B?semester=2023/24/2
NP III. Pénzügyi modellezés,4,Dr. Králik Balázs,magyar,https://www.uni-corvinus.hu/tantargyak/PSPE040NMOB?semester=2024/25/2
Numerikus pénzügyek I,6,Dr. Kürthy Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/PENZ010NMOB?semester=2024/25/2
Numerikus pénzügyek III,6,Dr. Kürthy Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/PENZ017NMOB?semester=2023/24/2
Nyugat-Balkán-tanulmányok,3,dr. Kemenszky Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/NPNK041NMBB?semester=2024/25/2
Nyugat-európai politikai rendszerek,3,Dr. Dúró József,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCK72B?semester=2024/25/2
Nyugdíj és adómodellek,3,Szabó-Bakos Eszter,magyar,https://www.uni-corvinus.hu/tantargyak/4MK24NAK12O?semester=2024/25/2
Nyugdíjbiztosítás,3,Dr. Banyár József,magyar,https://www.uni-corvinus.hu/tantargyak/4OP13NAK24M?semester=2023/24/1
OD tanácsadói készségek fejlesztése,3,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM095NMMB?semester=2023/24/2
OD tanácsadói készségek fejlesztése,3,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0081NMMB?semester=2024/25/2
Ökológiai közgazdaságtan vitakurzus,5,Dr. Harangozó Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/VGDE001LMSB?semester=2024/25/2
Ökonometria I.,5,Reguly Ágoston,magyar,https://www.uni-corvinus.hu/tantargyak/4ST14NAK34B?semester=2024/25/1
Ökonometria I.,5,Reguly Ágoston,magyar,https://www.uni-corvinus.hu/tantargyak/MSST025NABB?semester=2024/25/1
Ökonometria I.,8,Reguly Ágoston,magyar,https://www.uni-corvinus.hu/tantargyak/MSST005NMBB-SPM?semester=2024/25/1
Ökonometria II.,6,Keresztély Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/4ST14NAK21B?semester=2024/25/2
Ökonometria II.,8,Keresztély Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/MSST006NMBB?semester=2024/25/2
Ökonometria II.,8,Keresztély Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/MSST006NMBB-SPM?semester=2024/25/2
Oktatáselmélet,2,Csillik Olga,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20LPKA5M?semester=2024/25/1
Oktatásgazdaságtan,5,Hermann Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/GKGM010NMBB?semester=2024/25/2
Oktatási kredit 2.,6,Dr. Csóka Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI009?semester=2024/25/2
Oktatási kredit 2.,6,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP012?semester=2024/25/2
Oktatási kredit 2.,6,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK009?semester=2024/25/2
Oktatási kredit 2.,6,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG012?semester=2024/25/2
Oktatási kredit 3.,6,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP013?semester=2024/25/2
Oktatási kredit 3.,6,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK010?semester=2024/25/2
Oktatási kredit 3.,6,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG013?semester=2024/25/2
Oktatási kredit 4.,6,Dr. Csóka Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI011?semester=2024/25/2
Oktatási kredit 4.,6,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP014?semester=2024/25/2
Oktatási kredit 4.,6,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK011?semester=2024/25/2
Oktatási kredit 4.,6,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG014?semester=2024/25/2
Oktatási kredit 5.,6,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP015?semester=2024/25/2
Oktatási kredit 5.,6,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK012?semester=2024/25/2
Oktatási kredit 5.,6,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG015?semester=2024/25/2
