targy_nev,kredit,felelos,nyelv,link
Oktatási kredit 6.,6,Dr. Csóka Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI013?semester=2024/25/2
Oktatási kredit 6.,6,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP016?semester=2024/25/2
Oktatási kredit 6.,6,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK013?semester=2024/25/2
Oktatási kredit 6.,6,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG016?semester=2024/25/2
Oktatási kredit 7.,6,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP017?semester=2024/25/2
Oktatási kredit 7.,6,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK014?semester=2024/25/2
Oktatási kredit 7.,6,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG017?semester=2024/25/2
Oktatási kredit 8.,6,Dr. Csóka Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI015?semester=2024/25/2
Oktatási kredit 8.,6,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP018?semester=2024/25/2
Oktatási kredit 8.,6,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK015?semester=2024/25/2
Oktatási kredit 8.,6,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG018?semester=2024/25/2
Oktatásszervezési kredit 2.,2,Dr. Csóka Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI017?semester=2024/25/2
Oktatásszervezési kredit 2.,2,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP020?semester=2024/25/2
Oktatásszervezési kredit 2.,2,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK017?semester=2024/25/2
Oktatásszervezési kredit 2.,2,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG019?semester=2024/25/2
Oktatásszervezési kredit 3.,2,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP021?semester=2024/25/2
Oktatásszervezési kredit 3.,2,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK018?semester=2024/25/2
Oktatásszervezési kredit 3.,2,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG020?semester=2024/25/2
Oktatásszervezési kredit 4.,2,Dr. Csóka Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI019?semester=2024/25/2
Oktatásszervezési kredit 4.,2,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP022?semester=2024/25/2
Oktatásszervezési kredit 4.,2,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK019?semester=2024/25/2
Oktatásszervezési kredit 4.,2,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG021?semester=2024/25/2
Oktatásszervezési kredit 5.,2,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP023?semester=2024/25/2
Oktatásszervezési kredit 5.,2,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK020?semester=2024/25/2
Oktatásszervezési kredit 5.,2,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG022?semester=2024/25/2
Oktatásszervezési kredit 6.,2,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG023?semester=2024/25/2
Oktatásszervezési kredit 6.,2,Dr. Csóka Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI021?semester=2024/25/2
Oktatásszervezési kredit 6.,2,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP024?semester=2024/25/2
Oktatásszervezési kredit 6.,2,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK021?semester=2024/25/2
Oktatásszervezési kredit 7.,2,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG024?semester=2024/25/2
Oktatásszervezési kredit 7.,2,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK022?semester=2024/25/2
Oktatásszervezési kredit 7.,2,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP025?semester=2024/25/2
Oktatásszervezési kredit 8.,2,Dr. Csóka Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI023?semester=2024/25/2
Oktatásszervezési kredit 8.,2,Dr. Benczes István Zsolt,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP026?semester=2024/25/2
Oktatásszervezési kredit 8.,2,Prof.Dr. Nagy Beáta,magyar,https://www.uni-corvinus.hu/tantargyak/PHSZK023?semester=2024/25/2
Oktatásszervezési kredit 8.,2,Fertő Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PHG025?semester=2024/25/2
Olasz (A1/1 szint t.mentes),3,Dr. Tekulics Judit,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0210OLAA?semester=2024/25/2
Olasz (A1/2 szint t.mentes),3,Dr. Tekulics Judit,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0212OLAA?semester=2024/25/2
Olasz (A2/1 szint t.mentes),3,Dr. Tekulics Judit,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0214OLAA?semester=2023/24/2
Olasz (A2/2 szint t.mentes),3,Dr. Tekulics Judit,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0216OLAA?semester=2024/25/2
"Olasz (ált., felső, t.mentes)/1",3,Dr. Tekulics Judit,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0206OLAF?semester=2023/24/1
"Olasz (ált., felső, t.mentes)/2",3,Dr. Tekulics Judit,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0208OLAF?semester=2024/25/2
"Olasz (gazdasági előkészítő B1, t.mentes)/1",3,Dr. Tekulics Judit,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0218OLGE?semester=2024/25/2
"Olasz (gazdasági, felső, t.mentes)/1",3,Dr. Tekulics Judit,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0224OLGF?semester=2023/24/1
"Olasz (gazdasági, felső, t.mentes)/2",3,Dr. Tekulics Judit,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0226OLGF?semester=2024/25/2
"Olasz (gazdasági, közép, t.mentes)/1",3,Dr. Tekulics Judit,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0222OLGK?semester=2023/24/1
"Olasz (gazdasági, közép, t.mentes)/2",3,Dr. Tekulics Judit,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0228OLGK?semester=2023/24/2
On-line marketing és közösségi média,5,Dr. Csordás Tamás Viktor,magyar,https://www.uni-corvinus.hu/tantargyak/2ME43LAK29S?semester=2023/24/2
Önkormányzatok,3,Dr. Balázs Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCK82B?semester=2024/25/1
Online and Digital Marketing,6,Dr. Habil. Varga Ákos,magyar,https://www.uni-corvinus.hu/tantargyak/293NMARV649M?semester=2024/25/2
Online Customer Behavior,6,Jackson Kevin Michael,magyar,https://www.uni-corvinus.hu/tantargyak/MAMF027NABB?semester=2024/25/2
Online Marketing Communications Business Project,6,Dr. Komár Zita,magyar,https://www.uni-corvinus.hu/tantargyak/MARK082NAMB?semester=2024/25/2
Online Shopping Trends,6,Cserdi Zsófia Hajnalka,magyar,https://www.uni-corvinus.hu/tantargyak/MAMF028NABB?semester=2024/25/2
Open-Economy Macroeconomics,6,Dr. Németh Petra,magyar,https://www.uni-corvinus.hu/tantargyak/KG00065NABB?semester=2024/25/2
Operációkutatás,3,Benedek Márton,magyar,https://www.uni-corvinus.hu/tantargyak/MSOA025NMBB?semester=2024/25/2
Operációkutatás II.,5,Dr. Illés Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/4OP13NAK03O?semester=2024/25/2
Operációkutatási módszerek,5,Ágoston Kolos Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/4OP13NAV17M?semester=2024/25/2
Operations and Process Management,6,Demeter Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/VGLE044NAMB?semester=2024/25/2
Operations Management,6,Demeter Krisztina,magyar,https://www.uni-corvinus.hu/tantargyak/293NOPRK313B?semester=2024/25/2
Operations Research and Nonlinear Optimization,5,Dr. Illés Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI062?semester=2024/25/2
Operations Research and Nonlinear Optimization,5,Dr. Illés Tibor,magyar,https://www.uni-corvinus.hu/tantargyak/PHKGI076?semester=2024/25/2
Operatív beszerzés és tervezés,6,Jámbor Zsófia,magyar,https://www.uni-corvinus.hu/tantargyak/VGLE020NMBB?semester=2024/25/2
Organisational behaviour and organisational development,6,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0003LASB?semester=2024/25/2
Organizational Behaviour and Human Resource Management,5,Dr. Takács Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/VEZ0050LASB?semester=2024/25/2
Organizational Research Methods,6,Dr. Primecz Henriett,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM085NAPB?semester=2024/25/2
Organizational Theory and Behavior,6,Dr. Dunavölgyi Mária,magyar,https://www.uni-corvinus.hu/tantargyak/293NMANK481B?semester=2024/25/2
Orosz (A1/1 szint t.mentes),3,Dr. Mágocsi Nyina,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0238ORAA?semester=2024/25/2
Orosz (A1/2 szint t.mentes),3,Dr. Mágocsi Nyina,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0240ORAA?semester=2024/25/2
Orosz (A2/1 szint t.mentes),3,Dr. Mágocsi Nyina,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0242ORAA?semester=2024/25/1
Orosz (A2/2 szint t.mentes),3,Dr. Mágocsi Nyina,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0244ORAA?semester=2024/25/2
"Orosz (ált., felső, t.mentes)/1",3,Dr. Mágocsi Nyina,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0246ORAF?semester=2024/25/1
"Orosz (ált., felső, t.mentes)/2",3,Dr. Mágocsi Nyina,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0248ORAF?semester=2024/25/2
"Orosz (gazdasági előkészítő B1, t.mentes)/1",3,Dr. Mágocsi Nyina,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0250ORGE?semester=2024/25/1
"Orosz (gazdasági, felső, t.mentes)/1",3,Dr. Mágocsi Nyina,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0254ORGF?semester=2024/25/2
"Orosz (gazdasági, felső, t.mentes)/2",3,Dr. Mágocsi Nyina,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0256ORGF?semester=2024/25/2
"Orosz (gazdasági, közép, t.mentes)/1",3,Dr. Mágocsi Nyina,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0258ORGK?semester=2024/25/1
"Orosz (gazdasági, közép, t.mentes)/2",3,Dr. Mágocsi Nyina,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0260ORGK?semester=2024/25/2
Orosz (nemzetközi kapcs.felsőfok t.mentes)/1,3,Dr. Mágocsi Nyina,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0262ORNF?semester=2024/25/1
Orosz (nemzetközi kapcs.felsőfok t.mentes)/2,3,Dr. Mágocsi Nyina,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0264ORNF?semester=2024/25/2
Orosz (nemzetközi kapcs.középfok t.mentes)/1,3,Dr. Mágocsi Nyina,egyéb,https://www.uni-corvinus.hu/tantargyak/IOK0266ORNK?semester=2024/25/1
Orosz (nemzetközi kapcs.középfok t.mentes)/2,3,Dr. Mágocsi Nyina,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0268ORNK?semester=2024/25/2
"Orosz (szakmai, felső, t.mentes)/1",3,Dr. Mágocsi Nyina,magyar,https://www.uni-corvinus.hu/tantargyak/7IL50NNV83B?semester=2024/25/1
Összehasonlító gazdaságtan,3,Dr. Rosta Miklós,magyar,https://www.uni-corvinus.hu/tantargyak/4OG33NAK03B?semester=2024/25/2
Összehasonlító politikatudomány,3,Dr. Dúró József,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCK90B?semester=2024/25/1
Participatory Decision Making,6,Dr. Kiss Gabriella Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/PHG090?semester=2024/25/2
Pártok és pártrendszerek,6,Dr. Várnagy Réka,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCK81B?semester=2024/25/2
Pénz ? Piac – Profit?,3,Dr. Gulyás Éva,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM052NMBB?semester=2024/25/1
Pénz és bankrendszer,6,Dr. Tamásné Vőneki Zsuzsanna,magyar,https://www.uni-corvinus.hu/tantargyak/PSPE039NMBB?semester=2024/25/2
"Pénz-, és tőkepiac",6,Dr. Szűcs Balázs Árpád,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV042NMBB?semester=2024/25/2
"Pénz-, és tőkepiac",6,Dr. Szűcs Balázs Árpád,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV042NMBB-SPM?semester=2024/25/2
"Pénzelmélet-történet, pénztörténet",4,Dr. Kürthy Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/4PU51NAK04O?semester=2024/25/1
Pénzügyi adatelemzés,6,Badics Milán Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV049NMBB?semester=2024/25/2
Pénzügyi beszámolók összeállítása (projekt tárgy),6,Dr. Lukács János,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM027NMMB?semester=2024/25/2
Pénzügyi és finanszírozási stratégiák,6,Dr. Pintér Éva,magyar,https://www.uni-corvinus.hu/tantargyak/VF00092NMMB?semester=2024/25/2
Pénzügyi esettanulmányok,5,Dr. Kerényi Péter,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NDK08B?semester=2024/25/2
Pénzügyi esettanulmányok,4,Dr. Berlinger Edina,magyar,https://www.uni-corvinus.hu/tantargyak/2LK95LBK29B?semester=2024/25/2
Pénzügyi esettanulmányok,6,Dr. Kerényi Péter,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV051NMBB?semester=2024/25/2
"Pénzügyi etika, fenntarthatóság",3,Németh-Durkó Emilia,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV046NMBB?semester=2024/25/2
"Pénzügyi etika, fenntarthatóság",3,Németh-Durkó Emilia,magyar,https://www.uni-corvinus.hu/tantargyak/PENZ029NMBB?semester=2024/25/2
Pénzügyi instrumentumok számvitele,6,Dr. László Norbert,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM025NMMB?semester=2024/25/2
"Pénzügyi kimutatások, éves jelentések elemzése",3,Dr. Lukács János,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM017NMMB?semester=2024/25/2
Pénzügyi kimutatásokon alapuló döntések,6,Szabóné Dr. Veres Tünde,magyar,https://www.uni-corvinus.hu/tantargyak/SZAM009NMMB?semester=2024/25/2
Pénzügyi kockázatok kezelése,5,Dömötör Barbara Mária,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NBK04M?semester=2024/25/1
Pénzügyi kultúra fejlesztése hátrányos helyzetű térségekben,3,Dr. Berlinger Edina,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAK16B?semester=2024/25/2
Pénzügyi kultúra fejlesztése hátrányos helyzetű térségekben,3,Dr. Berlinger Edina,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAK33M?semester=2024/25/2
Pénzügyi számítások,5,Dr. Lovas Anita,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NCK01B?semester=2024/25/2
Pénzügyi számítások,5,Víg Attila András,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52NAK02O?semester=2024/25/2
Pénzügyi számítások,6,Víg Attila András,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV045NMBB?semester=2024/25/2
Pénzügyi számítások,6,Víg Attila András,magyar,https://www.uni-corvinus.hu/tantargyak/PSBV045NMBB-SPM?semester=2024/25/2
Pénzügyi számvitel I.,6,Dr. Mikáczó Éva Ilona,magyar,https://www.uni-corvinus.hu/tantargyak/PSVS008NMBB?semester=2024/25/2
Pénzügyi termékek és szolgáltatások,5,Dr. Pintér Éva,magyar,https://www.uni-corvinus.hu/tantargyak/2BE52EAK06S?semester=2023/24/2
Pénzügyi-számviteli informatika,6,Dr. Polyák Imre,magyar,https://www.uni-corvinus.hu/tantargyak/PSVS013NMBB?semester=2024/25/2
Pénzügytan,6,Dr. Pesuth Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/4PU51NAK01B?semester=2024/25/2
Pénzügytan,4,Dr. Kürthy Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/4PU51NAK01O?semester=2023/24/2
Pénzügytan,3,Dr. Pesuth Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/PSPE018NMBB?semester=2024/25/2
Pénzügytan,5,Dr. Kürthy Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/PSPE027LMSB?semester=2024/25/2
Pénzügytan,6,Dr. Pesuth Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/PSPE038NMBB?semester=2024/25/2
Pénzügytan,6,Dr. Pesuth Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/PSPE038NMBB-SPM?semester=2024/25/2
Pénzügytan,3,Dr. Pesuth Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/PSPE018NMBB-SPM?semester=2024/25/2
Pénzügytan II. (Haladó pénzügytan),5,Dr. Kürthy Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/4PU51NAK02O?semester=2024/25/2
Personal leadership development workshop (2),2,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM131LASB?semester=2024/25/2
Personal leadership development workshop (4),2,Toarniczky Andrea,magyar,https://www.uni-corvinus.hu/tantargyak/VTSM010NMMB?semester=2024/25/2
Personality Types and Team Dynamics,6,Mark Newell,magyar,https://www.uni-corvinus.hu/tantargyak/293NPSYV311?semester=2024/25/2
Philosophy,3,Dr. Kiss Olga,angol,https://www.uni-corvinus.hu/tantargyak/7PO10NCKA9B?semester=2024/25/1
Piacelmélet,4,Kálecz-Simon András,magyar,https://www.uni-corvinus.hu/tantargyak/KG00055NMBB?semester=2024/25/2
Piacszerkezet,5,Selei Adrienn,magyar,https://www.uni-corvinus.hu/tantargyak/KG00106NMOB?semester=2023/24/1
Piacszerkezetek,6,Kálecz-Simon András,magyar,https://www.uni-corvinus.hu/tantargyak/KSSZ017NMBB?semester=2024/25/1
Policies for a green and climate-friendly economy,3,Dr. Széchy Anna Zsófia,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NBK12M?semester=2024/25/2
Policies of the EU,6,Dr. Kengyel Ákos,magyar,https://www.uni-corvinus.hu/tantargyak/7NK40NGK97B?semester=2024/25/2
Political Campaigns and Rhetoric,5,Dr. Szabó Lilla Petronella,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NXKK2M?semester=2024/25/2
Political Communication,6,Dr. Gyulai Attila,magyar,https://www.uni-corvinus.hu/tantargyak/TARS056NABB?semester=2024/25/2
Political Decision-making,9,Dr. Gallai Sándor,magyar,https://www.uni-corvinus.hu/tantargyak/TARS057NABB?semester=2024/25/1
Political Ecology in Times of Collapse,3,Mendly Dorottya,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB160NABB?semester=2024/25/2
Political economy in macroeconomics,9,Németh András Olivér,magyar,https://www.uni-corvinus.hu/tantargyak/KG00073NAMB?semester=2024/25/2
Political economy in macroeconomics,9,Németh András Olivér,magyar,https://www.uni-corvinus.hu/tantargyak/KOZG090NAMB?semester=2024/25/2
Political leadership and democracy,6,Dr. Metz Rudolf Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP065?semester=2024/25/2
Political leadership in democratic politics,6,Dr. Metz Rudolf Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/PHNKP042?semester=2024/25/2
Political Science,6,Dr. Várnagy Réka,magyar,https://www.uni-corvinus.hu/tantargyak/NPPT008NABB?semester=2024/25/2
Political Speeches,3,Dr. Farkas-Bede Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NFKF7B?semester=2024/25/2
Politika az irodalomban,3,Dr. Balázs Zoltán,magyar,https://www.uni-corvinus.hu/tantargyak/NPPT062NMBB?semester=2024/25/2
Politika és etika,3,Dr. Toronyai Gábor,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCK54B?semester=2024/25/2
Politika és kultúra,3,Dr. Metz Rudolf Tamás,magyar,https://www.uni-corvinus.hu/tantargyak/NPPT001NMBB?semester=2023/24/2
Politikai elemzés,3,Dr. Gyulai Attila,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NDK14B?semester=2024/25/2
Politikai filmklub,3,Dr. Farkas-Bede Katalin,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NHK27B?semester=2024/25/2
Politikai filmklub mesterfokon,3,Dr. Ványi Éva,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NAVA2M?semester=2023/24/2
Politikai földrajz és geopolitika,3,Dr. Salamin Géza,magyar,https://www.uni-corvinus.hu/tantargyak/7GF20NAK88B?semester=2024/25/2
Politikai kampány és kommunikáció,6,Dr. Várnagy Réka,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NGK84B?semester=2024/25/1
Politikai kampányok és marketing (gy),5,Dr. Gyulai Attila,magyar,https://www.uni-corvinus.hu/tantargyak/NPPT024LMSB?semester=2024/25/2
Politikai kutatás módszertana,6,Molnár Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NEK86B?semester=2023/24/1
Politikai napirend és döntéshozatal,3,Molnár Csaba,magyar,https://www.uni-corvinus.hu/tantargyak/NPPT044NMBB?semester=2023/24/1
Politikai szövegek írása,5,Dr. Dúró József,magyar,https://www.uni-corvinus.hu/tantargyak/TARS098LMSB?semester=2024/25/2
Politikai tudás és cselekvés,3,Rajnai Gergely,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NCK95B?semester=2024/25/1
Politikatudományi olvasószeminárium,6,Dr. Várnagy Réka,magyar,https://www.uni-corvinus.hu/tantargyak/7PO10NFV93B?semester=2024/25/1
Portáltechnológiák,5,Dr. Láng Blanka Klára,magyar,https://www.uni-corvinus.hu/tantargyak/2SZ31NDK02B?semester=2023/24/1
Portfólió kísérő szeminárium,2,Csillik Olga,magyar,https://www.uni-corvinus.hu/tantargyak/OMMK034LMMB?semester=2023/24/2
Portugál (A1/1 szint t.mentes),3,Gabriela Pereira Tavares,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0270POAA?semester=2024/25/2
Portugál (A1/2 szint t.mentes),3,Gabriela Pereira Tavares,magyar,https://www.uni-corvinus.hu/tantargyak/IOK0272POAA?semester=2024/25/2
PR and Marketing Communication,3,Dr. Nagy-Béni Alexandra,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NDVI9B?semester=2024/25/2
Pragmatics,3,Dr. Benczes Réka Ágnes,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NXKB9M?semester=2024/25/2
Presentation Seminar,5,dr. Lehoczki Bernadett Judit,magyar,https://www.uni-corvinus.hu/tantargyak/GLOB047NAMB?semester=2024/25/2
"Press Photography, Documentary and Campaign Film-Making",6,Kovács Lajos,magyar,https://www.uni-corvinus.hu/tantargyak/7PE20NGKL2B?semester=2024/25/2
